ABE	4.298342541436464
ABI	8.110132158590309
ABQ	9.683044315992293
ABR	-1.7758620689655173
ABY	0.8095238095238095
ACT	3.273381294964029
ACV	10.751004016064257
ACY	17.0
ADK	4.875
ADQ	-6.344827586206897
AEX	8.191176470588236
AGS	9.221276595744682
ALB	5.6194539249146755
ALO	8.642857142857142
AMA	7.233221476510067
ANC	-0.5711759504862953
APN	-5.461538461538462
ART	4.109090909090909
ASE	4.041666666666667
ATL	8.514
ATW	9.53953488372093
AUS	9.636827195467422
AVL	5.190812720848056
AVP	1.4052287581699345
AZO	5.311111111111111
BDL	3.1815336463223787
BET	-2.317073170731707
BFL	3.51985559566787
BGR	1.2528735632183907
BHM	9.735244519392918
BIL	-0.42033898305084744
BIS	1.2894736842105263
BJI	-5.067796610169491
BKG	4.269230769230769
BLI	-0.05952380952380952
BMI	4.796812749003984
BNA	12.546079484425348
BOI	3.7880133185349614
BOS	5.348764769065521
BPT	2.180722891566265
BQK	14.357142857142858
BQN	4.504201680672269
BRD	-5.47887323943662
BRO	4.968421052631579
BRW	15.618421052631579
BTM	0.4067796610169492
BTR	7.100290697674419
BTV	4.960912052117264
BUF	6.105985037406484
BUR	6.808400460299194
BWI	11.71303677037799
BZN	-0.3157894736842105
CAE	8.456375838926174
CAK	1.3145454545454545
CDC	-0.6730769230769231
CDV	-12.5
CEC	15.783783783783784
CHA	6.771676300578035
CHO	5.76
CHS	11.738812042310823
CIC	15.931034482758621
CID	8.97165991902834
CLD	6.6313131313131315
CLE	7.127875709590678
CLL	-1.761467889908257
CLT	8.09140184929323
CMH	9.549731182795698
CMI	9.635
CMX	6.811320754716981
CNY	-4.26530612244898
COD	5.649122807017544
COS	8.08011049723757
COU	6.324561403508772
CPR	1.6117021276595744
CRP	4.812734082397004
CRW	14.24113475177305
CSG	7.415929203539823
CVG	10.18607516943931
CWA	5.414414414414415
DAB	6.766666666666667
DAL	12.33099870298314
DAY	7.644702842377261
DBQ	7.6075949367088604
DCA	4.695019681670375
DEN	10.446793800772022
DFW	8.044513966480446
DHN	13.964912280701755
DIK	7.652892561983471
DLH	4.161764705882353
DRO	8.70059880239521
DSM	6.423969072164948
DTW	5.952904055159519
EAU	4.140350877192983
ECP	8.436090225563909
EGE	32.0
EKO	-1.1341463414634145
ELM	8.098837209302326
ELP	8.725105189340814
EUG	2.9195402298850577
EVV	12.467532467532468
EWN	5.660714285714286
EWR	16.645064228677235
EYW	1.5808080808080809
FAI	6.033333333333333
FAR	10.171907756813416
FAT	6.463004484304933
FAY	6.195767195767195
FCA	-6.447368421052632
FLG	-2.0952380952380953
FLL	11.057781599312124
FNT	3.1932515337423313
FOE	12.272727272727273
FSD	8.00936329588015
FSM	3.2
FWA	10.736462093862816
GCC	1.0775862068965518
GCK	5.6
GEG	0.5449189985272459
GFK	4.342465753424658
GGG	4.224137931034483
GJT	-1.3383458646616542
GNV	6.541871921182266
GPT	8.588414634146341
GRB	5.641160949868074
GRI	-0.24074074074074073
GRK	6.7853535353535355
GRR	6.32807881773399
GSO	7.511533242876526
GSP	11.014128728414443
GTF	0.051094890510948905
GTR	6.151162790697675
GUC	1.7142857142857142
GUM	2.9655172413793105
HDN	-11.0
HIB	-5.862745098039215
HLN	-2.048076923076923
HNL	0.3155326646787747
HOB	1.3953488372093024
HOU	13.932503013258337
HPN	9.297800338409475
HRL	9.43646408839779
HSV	10.89239332096475
IAD	11.293336058871628
IAH	8.68334561532793
ICT	8.815894039735099
IDA	0.6754385964912281
ILG	2.43859649122807
ILM	6.3061224489795915
IMT	14.055555555555555
IND	9.32518337408313
INL	-7.176470588235294
ISN	5.92
ISP	10.389978213507625
ITO	-3.9597585513078473
JAC	1.1136363636363635
JAN	8.158045977011493
JAX	8.483704086911537
JFK	6.99678416821274
JLN	7.677966101694915
JNU	-2.707070707070707
KOA	0.35722819593787336
KTN	-1.8305084745762712
LAN	7.4605263157894735
LAR	18.403508771929825
LAS	10.472999741624323
LAW	-0.5641025641025641
LAX	8.201564282222584
LBB	7.947876447876448
LCH	1.620253164556962
LEX	10.009671179883945
LFT	7.980694980694981
LGA	7.226163831692032
LGB	2.3767491926803013
LIH	-0.9686450167973124
LIT	9.955122777307366
LMT	4.037037037037037
LNK	9.345744680851064
LRD	4.788659793814433
LSE	12.934065934065934
LWS	-1.8181818181818181
MAF	7.331226295828066
MBS	9.043859649122806
MCI	7.576675603217158
MCO	11.07812828601472
MDT	4.658666666666667
MDW	14.883749157113959
MEM	7.320598006644518
MFE	2.9801699716713883
MFR	10.424124513618677
MGM	12.675767918088738
MHK	4.0
MHT	4.409433962264151
MIA	3.8551528073916135
MKE	8.056777856635913
MKG	8.736842105263158
MLB	2.0258620689655173
MLI	12.796195652173912
MLU	2.2748091603053435
MMH	5.956521739130435
MOB	9.208333333333334
MOD	7.704545454545454
MOT	-1.2982456140350878
MQT	4.5
MRY	8.581683168316832
MSN	4.633288227334235
MSO	-1.8513513513513513
MSP	6.305369521795324
MSY	9.739376770538243
MTJ	18.363636363636363
MYR	5.791666666666667
OAJ	5.098214285714286
OAK	11.05403062698642
OGG	-0.24728726442033125
OKC	7.26594387755102
OMA	6.8755790866975515
OME	-3.689655172413793
ONT	8.693901716992302
ORD	12.179135239431679
ORF	8.079349904397706
ORH	-0.9491525423728814
OTH	24.533333333333335
OTZ	-4.666666666666667
PAH	14.64406779661017
PBI	11.99770957398076
PDX	3.1545494122768827
PHF	5.85632183908046
PHL	6.814702114029468
PHX	9.055115193718054
PIA	7.453521126760563
PIH	-1.3902439024390243
